истёкший,"past, preceding",,,
канадский,Canadian (adj),,,
керосин,kerosene,,,
колокольня,bell-tower,g pl колоколен,,
копаться (i),to rummage; dawdle,(i),,
критик,critic,,,
лауреат,prize-winner,,,
любезный,obliging,,,
любимец,favourite,,,
мелькать/мелькнуть,to be (briefly) visible,,,
миссия,mission,,,
многолетний,"lasting many years; long-lasting, perennial",,,
могущественный,powerful,,,
мода,fashion,,,
молиться/по-,to pray,"i молюсь, молишься",,
мудрость (f),wisdom,,,
наполовину,"half, by half",,,
настоящее,the present,,,
недовольно,discontentedly,,,
необычайно,exceptionally,,,
нива,"field, cornfield",,,
ноготь (m),"fingernail, toenail",(m),,
ноздря,nostril,"nom pl ноздри, g pl ноздрей",,
носок,sock; toe of boot,,,
нянька,nurse (coll),g pl нянек,,
обсуждаться/обсудиться,to be discussed,,,
огненный,fiery,,,
ожидаться (i),to be expected,,,
око,"eye (bookish, poetic)","nom pl очи, g pl очей",,
оперативный,energetic; operative,,,
описанный,described,,,
оплата,payment,,,
организованный,organized,,,
осваивать/освоить (+a),to master,,,
остро,"sharply, intensely",,49,
отвратительный,repulsive,,2,
отделка,"finishing, fitting-out, decoration",,23,
открытка,postcard,g pl открыток,23,
отрывать/оторвать (+a от +g),"to tear off, tear away","p оторву, оторвёшь, past оторвал, оторвала, оторвало",28,
отступление,digression; retreat,,46,
отчасти,partly,,46,
очертание,outline,,34,
пепел,"ash, ashes",no pl,50,
передаваться/передаться,to be transmitted,i передаётся,14,
перелистывать/перелистать (+a),to leaf through,,26,
петух,cock,g sg петуха,24,
планировать/за- (+a),to plan,i планирую,3,
подавляющий,overwhelming,подавляющее большинство the great majority,12,
подбегать/подбежать (к +d),to run up (to),"p подбегу, подбежишь, подбегут",16,
поднос,tray,,27,
поднятый,raised,,27,
подозрительно,suspiciously,,29,
показание,testimony; reading (on instrument),,31,
поливать/полить (+inst +a),to pour (liquid on sth),,32,
помиловать (р) (+a),to pardon,"p помилую; no i; Господи, помилуй Lord, have mercy",32,
по-новому,in a new way,,32,
поставка,delivery,g pl поставок,33,
тушить/по- (+a),to extinguish; stew,"i тушу, тушишь",33,
почерк,handwriting,,35,
почтённый,respected,,35,
пощада,mercy,,35,
предлагаться/предложиться,to be offered,,36,
предполагаться/предположиться,"to be proposed, intended",i предполагается it is proposed,38,
представать/предстать (перед +inst),to appear (before),"p предстану, предстанешь; предстать перед судом to appear in court",38,
прелесть (f),charm,(f),40,
пресс-конференция,press conference,,40,
прижиматься/прижаться (к +d),"to squeeze up against; press os (to), snuggle up (to)","p прижмусь, прижмёшься",43,
приманка,bait; inducement,,44,
принципиально,on principle; fundamentally,,45,
приобретение,acquisition,,45,
приоткрывать/приоткрыть (+a),to open slightly,"p приоткрою, приоткроешь",46,
прихожая,entrance hall,,46,
произвол,"arbitrariness, abuse of power",,47,
противоречивый,contradictory,,47,
путём (+g),by means of,,48,
различать/различить (+a),to distinguish,,49,
разлагать/разложить,"to analyze, decompose, expand, corrupt, demoralize, break down","p разложу, разложишь",49,
раскладывать/разложить,"to put away, lay, set up, distribute, lay out; spread","p разложу, разложишь",50,
разлука,separation,,50,
ранее,earlier,,,
рациональный,rational,,,
резолюция,resolution,,,
ремонтный,repair (adj),,,
римский,Roman,,,
рисковать/рискнуть (+inst),"to risk, take a risk",i рискую,,
росток,"sprout, shoot",,,
рулевой,steering (adj); helmsman,,,
свинец,lead (metal),,,
семилетний,seven-year; seven-year-old,,,
скользить (i),to slide,"i скольжу, скользишь",,
сколько-нибудь (+g),"any, any quantity of",,,
скопление,accumulation,,,
смертельный,fatal,,,
снабжать/снабдить (+a +inst),to supply (s.o. with sth),"p снабжу, снабдишь",,
собственник,owner,,,
совокупность (f),totality,,,
созданный,created,,,
соломенный,straw (adj),,,
сочувствовать (i) (+d),to sympathize (with),i сочувствую,,
специфический,specific,,,
ставка,rate; stake (gambling); headquarters (mil),процентная ставка interest rate,,
стихотворение,poem,,,
столичный,capital (adj),,,
столовый,table (adj),,,
суета,"bustle, fuss",,,
сукин,bitch’s (poss adj),сукин сын son of a bitch,,
танцевальный,dance (adj),,,
театральный,theatrical,,,
типография,"printing-house, press",,,
тыкать/ткнуть (+inst в +a or +a в +a),"to prod, jab (sth into sth)","i тычу, тычешь; p ткну, ткнёшь",,
товарищеский,comradely; friendly,,,
трагедия,tragedy,,,
трепать/по-,"to rumple, tousle; pat; (coll) natter","i треплю, треплешь",,
тропинка,path,g pl тропинок,,
тупой,blunt; stupid,,,
упор,prop,в упор point-blank; сделать упор на +pr or a to emphasize,,
употребление,use,,,
утрачивать/утратить (+a),to lose,"i утра́чиваю, утра́чиваешь; p утрачу, утратишь",,
учащийся,student (active participle),,,
фельетон,satirical article,,,
хаос,chaos,ха́ос or хао́с,,
хищник,beast of prey; bird of prey; predator,,,
хохот,"loud laughter, guffaw",,,
хранение,keeping; storage,срок хранения sell-by date; камера хранения left luggage office,,
храниться/со-,to be kept,,,
хребет,spine; ridge; mountain range,,,
хрупкий,fragile,,,
целина,"virgin soil, virgin land",,,
целое,the whole; integer,(also целая) единое целое a single whole; одна целая (и) три десятых one point three (1.3),,
цепочка,small chain; series,g pl цепочек,,
чересчур,"too, excessive(ly)",,,
чернила (n pl),ink,g pl чернил,,
чёткий,"clear, precise",,,
чистить/по- (+a),to clean,"i чищу, чистишь",,
шестнадцать,sixteen,,,
щи (pl),cabbage soup,g pl щей,,
экономист,economist,,,
эксплуатировать (i),to exploit,i эксплуатирую,,
авось,perhaps,на авось on the off-chance,,
авторский,author’s,,,
актриса,actress,,,
алый,scarlet,,,
ангел,angel,,,
анкета,"questionnaire, form",,,
античный,ancient,античный мир the ancient world,,
арбуз,water melon,,,
банкир,banker,,,
бегство,"flight, escape",,,
бедность (f),poverty,,,
бензин,petrol,,,
бесплатный,free (of charge),,,
беспокойно,restlessly; disturbing,,,
блистательный,brilliant,,,
болезненный,unhealthy,,,
брызги (f) (pl),spray,g pl брызг,,
вдобавок (к +d),in addition (to) (coll),,,
веление,command,по велению совести according to the dictates of one’s conscience,,
вероятный,probable,,,
владыка (m),"master, ruler",,,
возбуждённый,"aroused, excited",,,
восприятие,perception,,,
вражеский,enemy (adj),,,
всевозможный,all kinds of,,,
вытеснять/вытеснить (+a),"to force out, displace",,,
гнилой,"rotten, decayed",,,
гонять/по- (+a),"to drive, make (s.o.) run","i гоняю, гоняешь",,
государь (m),sovereign,милостивый государь Dear Sir,,
грабить/о- (+a),"to rob, pillage","i граблю, грабишь",,
двигать/двинуть (+a or +inst),"to move, set in motion","i двигаю or движу, движешь",,
дворянин,"nobleman, member of the gentry","nom pl дворяне, g pl дворян",,
деятельный,active,,,
добровольный,voluntary,,,
доносить/донести (+a до +g) ,"to carry (sth to); (+a +d) report (sth to s.o.); (на +a) inform (on s.o.), denounce (s.o.)","p донесу, донесёшь, past донёс, донесла",,
дружина,militia,,,
дымок,puff of smoke,,,
жевать/про- (+a),to chew,"i жую, жуёшь",,
житейский,worldly; everyday,,,
загонять/загнать (+a),to drive in,"i загоняю; p загоню, загонишь, f past загнала",,
заголовок,"title, heading",,,
душить/за- (+a),"to strangle, suffocate, stifle","p задушу, задушишь",,
зажимать/зажать (+a),to squeeze,"p зажму, зажмёшь",,
заиграть (р) (+a),to start playing,,,
заказывать/заказать (+a),to order (sth),"p закажу, закажешь",,
закусывать/закусить,"to have a snack, have some food","p закушу, закусишь",,
запрещение,"prohibition, ban",,,
земляной,"earthen, earth (adj)",земляной пол earth floor,,
знакомить/по- (+a с +inst),to introduce (s.o. to s.o. or sth),"i знакомлю, знакомишь",,
известность (f),fame,поставить кого-нибудь в известность о +pr to notify s.o. about sth,,
издеваться (i) (над +inst),"to mock (s.o.), make fun of",,,
исполнительный,executive (adj); efficient,,,
кабина,cabin,,,
камин,fireplace,,,
кампания,campaign,,,
каток,skating-rink; roller,,,
колбаса,"sausage, salami",no pl,,
колос,ear (of corn),"nom pl колосья, g pl колосьев",,
командировка,"business trip, study trip, assignment",g pl командировок; в командировке on a business trip etc.,,
костыль (m),crutch,g sg костыля,,
крепнуть/о-,"to get stronger, get stronger","i past креп, крепла",,
кружка,"mug, tankard",g pl кружек,,
крупинка,grain,g pl крупинок,,
крыться/по- (в +pr),"to lie (in), be concealed (in)",i кроется; Причина кроется в ... The cause lies in ...,,
кубок,"goblet, bowl",,,
лишаться/лишиться (+g),"to be deprived of, lose",,,
лужа,puddle,,,
мальчишеский,boyish; childish,,,
мёд,honey,,,
мигать/мигнуть,"to blink, wink",,,
молоток,hammer,,,
молочный,milk (adj),,,
мрачно,gloomily,,,
мысленно,mentally,,,
наваливаться/навалиться (на +a),to fall on; lean on,"p навалюсь, навалишься",,
надзор (за +inst),supervision; surveillance,,,
надлежащий,"proper, fitting, appropriate",,,
наказывать/наказать (+a),to punish,"p накажу, накажешь",,
накидывать/накинуть (+a),to throw on,,,
нападать/напасть (на +a),to attack; come upon,"p нападу, нападёшь, past напал, напала",,
направленный,directed; purposeful,,,
пугать/на- (+a),to frighten,,,
нарастать/нарасти,to grow (on); increase,,,
насущный,"vital, essential",,,
начисто,completely (coll),,,
незаметный,imperceptible,,,
неизменный,invariable,,,
неограниченный,unlimited,,,
нервно,nervously,,,
неустанно,tirelessly,,,
обзор,"survey, review",,,
окрашивать/окрасить (+a),"to paint, colour","p окрашу, окрасишь",,
окрестность (f),"environs, vicinity",f; в окрестностях in the vicinity,,
отрицательно,negatively; unfavourably,,,
отсталый,backward,,,
официально,officially,,,
пень (m),tree-stump,g sg пня,,
переезжать/переехать,to drive across; move (house),"p перееду, переедешь",,
пересекать/пересечь (+a),"to intersect, cross, cut across","p пересеку, пересечёшь, пересекут; past пересёк, пересекла",,
писаться (i),to be written; be spelt,i пишется; Как это пишется? How do you spell that?,,
плевать/плюнуть,to spit,"i плюю, плюёшь",,
поговорка,"saying, proverbial phrase",g pl поговорок,,
губить/по- (+a),"to destroy, ruin","i гублю, губишь; p погублю, погубишь",,
подавленный,suppressed; depressed,,,
подносить/поднести (+a),"to take to; (+d) present to, bring","i подношу, подносишь; p поднесу, поднесёшь, past поднёс, поднесла",,
подъезжать/подъехать (к +d),to drive up to,"p подъеду, подъедешь",,
покупатель (m),customer,,,
полнота,fullness; stoutness,,,
поминать/помянуть (+a),to mention; recall,"p помяну, помянешь",,
по-настоящему,"properly, in the right way",,,
популярность (f),popularity,,,
поучительный,instructive,,,
почтительно,respectfully,,,
превосходный,superb,,,
предвидеть (i) (+a),to foresee,"i предвижу, предвидишь; no р",,
престол,throne,взойти на престол to ascend the throne,,
привычно,"in the customary way, as usual",,,
приготовление,preparation,,,
приезжий,"non-resident, passing through, visiting; (as noun) newcomer, visitor",,,
приключение,adventure,,,
проспект,avenue (wide street),,,
пятиться/по-,"to back away, step back","i пячусь, пятишься",,
равнодушно,with indifference,,,
радовать/об- (+a),"to gladden, please",i радует; p обрадую,,
разгар,"height, climax",в разгаре +g at the height of,,
раздражать/раздражить (+a),"to irritate, annoy",,,
разочарование,disappointment,,,
раскидываться/раскинуться,to stretch out,,,
распад,disintegration,,,
рёв,roar,,,
революционер,revolutionary,,,
родственный,"family (adj), kindred",родственные связи family ties,,
рычать/за-,to growl,"i рычу, рычишь",,
самодеятельность (f),individual initiative; amateur activity,вечер самодеятельности amateur concert,,
сбыт,sale,"найти сбыт to find a market, sell well",,
варить/сварить (+a),"to boil, cook","p сварю, сваришь",,
сваривать/сварить,to weld,,,
свинцовый,"lead (adj), leaden",,,
сговариваться/сговориться (с +inst),to make an arrangement (with s.o.),,,
сдвиг,"shift, displacement; change, improvement",,,
седло,saddle,"nom pl сёдла, g pl сёдел",,
сжимать/сжать (+a),to squeeze,"p сожму, сожмёшь",,
скупой,miserly,,,
совершенство,perfection,Она владеет русским языком в совершенстве She speaks perfect Russian,,
созревать/созреть,"to mature, ripen","p созрею, созреешь",,
солёный,salted,,,
солидарность (f),solidarity,,,
сопровождаться (i) (+inst), to be accompanied by,,,
сопротивляться (i) (+d),to resist,i сопротивляюсь,,
срываться/сорваться,"to break away; (coll) fail, go wrong","p сорвусь, сорвёшься, f past сорвалась",,
ссориться/по- (с +inst),to quarrel (with s.o.),,,
стихийный,elemental; spontaneous,,,
страстно,passionately,,,
страстный,passionate,,,
строчка,line (of text); stitch,g pl строчек,,
стягивать/стянуть (+a),to tighten; pull off,"p стяну, стянешь",,
табуретка,stool,g pl табуреток,,
тайком,secretly,,,
творение,creation,,,
текущий,current (adj),,,
терпение,patience,,,
тополь (m),poplar,nom pl тополя,,
тост,toast,предложить тост за +а to propose a toast to,,
увозить/увезти (+a),to take away (by transport),"i увожу, увозишь; p увезу, увезёшь, past увёз, увезла",,
увлекательный,"fascinating, absorbing",,,
увы,alas!,,,
удивлять/удивить (+a),to surprise,"i удивляю; p удивлю, удивишь",,
устав,"regulations, statutes",,,
установленный,"established, prescribed",в установленном порядке in the prescribed manner,,
устоять (р),to remain standing; hold out,"p устою, устоишь; no i",,
учебник,textbook,,,
хлопоты (pl),"trouble, efforts","g pl хлопот, d pl хлопотам; без хлопот without difficulty",,
цемент,cement,,,
чайный,tea (adj),,,
чинить/по- (+a),to repair,"i чиню, чинишь; p починю, починишь; чинить i/починять i",,
чуять/по- (+a),"to scent, smell; sense, feel","i чую, чуешь",,
ширина,width; gauge,,,
эпизод,episode,,,
яростный,"furious, frenzied",,,
авария,breakdown; accident,,,
авторитетный,"authoritative, trustworthy",,,
адский,hellish,,,
актив,the activists; assets (financial),,,
аппетит,appetite,,,
арабский,"Arab (adj), Arabian",,,
астрономический,astronomic(al),,,
балка,"beam, girder; gully",g pl балок,,
безжалостно,"pitilessly, ruthlessly",,,
беззвучно,soundlessly,,,
безоговорочный,unconditional,,,
белокурый,"blond, fair-haired",,,
берёзовый,birch (adj),,,
бесконечность (f),infinity,,,
бессильный,powerless,,,
бессовестный,"shameless, unscrupulous",,,
битый,beaten; broken; whipped,,,
бородка,small beard,g pl бородок,,
бывало,"used to, would (repetition) (particle) (coll)","Бывало, она вставала в шесть утра She would get up at 6 a.m.",,
ванна,bath,,,
вежливый,polite,,,
верблюд,camel,,,
вертикально,vertically,,,
виновник,culprit,,,
внутрь (+g),inside; inwards,,,
возглас,exclamation,,,
возрождение,"rebirth, revival, renaissance",,,
восторженный,"enthusiastic, rapturous",,,
восхищение,"rapture, admiration",,,
впадина,"hollow, depression",,,
выкладывать/выложить (+a),"to lay out, put out, set out; (+a +inst) face, cover (sth with sth)","p выложу, выложишь",,
вырезать (+a),to cut out,"i~p; выреза́ть/вы́резать; p вырежу, вырежешь",,
гасить/по- (+a),"to put out, extinguish; cancel","i гашу, гасишь",,
гибнуть/по-,to perish,"i past гиб, гибла",,
глобус,globe,,,
глубинный,deep; deep-water; remote,,,
гневный,angry,,,
громада,"mass, bulk",,,
грубость (f),rudeness,,,
грызть (i) (+a),to gnaw,"i грызу, грызёшь, past грыз, грызла",,
диалог,dialogue,,,
деловито,"in a businesslike way, energetically",,,
демонстрировать (i/p),"to demonstrate; (+a) show, display",(i/p) демонстрирую,,
дёшево,cheaply,,,
диапазон,"range, scope",,,
дипломатия,diplomacy,,,
доводиться/довестись (+d +inf),"to chance to, manage to, have occasion to (coll)","i доводится; p доведётся, довелось; Ей довелось побывать в Париже She had occasion to visit Paris",,
доживать/дожить (до +g),to live (till),"p доживу, доживёшь",,
достопримечательность (f),"sight, place worth seeing",,,
древность (f),antiquity,,,
желанный,"wished for, welcome",,,
женатый,married (of man),,,
жестокость (f),cruelty,,,
забавный,amusing,,,
закреплять/закрепить (+a),"to fasten, secure","p закреплю, закрепишь",,
запрещённый,forbidden,,,
запускать/запустить (+a),"to launch, throw; start up; thrust; start","p запущу, запустишь",,
застывать/застыть,"to harden, thicken, congeal; (coll) become stiff","p застыну, застынешь",,
затевать/затеять (+a),"to undertake, start, organize (coll)","p затею, затеешь",,
затихать/затихнуть,to die down,"p past зarax, затихла",,
захват,"seizure, capture",,,
захватчик,invader,,,
зловещий,"ominous, sinister",,,
зрачок,pupil (of eye),,,
игла,needle,nom pl иглы,,
изобретатель (m),inventor,,,
калоша or галоша,"galosh, overshoe",,,
камешек,pebble,,,
караул,"guard, watch",почётный караул guard of honour,,
каска,helmet,g pl касок,,
кисть (f),bunch (fruit); brush; tassel; hand,g pl кистей,,
клятва,oath,,,
кое-кто,somebody; certain people,g кое-кого,,
комедия,comedy,,,
кончик,"tip, point", pl корточки; сидеть на корточках to squat,,
критиковать (i) (+a),to criticize,i критикую,,
крутиться (i),"to turn, spin","i кручусь, крутишься",,
крыть/по- (+a),to cover,"i крою, кроешь",,
кубический,cubic,,,
курносый,snub-nosed (coll),,,
лапоть (m),bast sandal,"nom pl лапти, g pl лаптей",,
ласка,caress; weasel,g pl ласк caress; g pl ласок weasel,,
лев,lion,g sg льва,,
ленивый,lazy,,,
лить (i) (+a),to pour,"i лью, льёшь",,
лук,onions,no pl,,
местечко,place; small town,"nom pl местечки, g pl местечек",,
метаться (i),to rush about,"i мечусь, мечешься",,
меховой,fur (adj),,,
микроскоп,microscope,,,
молоденький,young and attractive; very young,,,
монтаж,"assembling, installation, mounting",g sg монтажа,,
мудрый,wise,,,
музыкант,musician,,,
набивать/набить (+a +inst),to stuff (sth with sth),"p набью, набьёшь",,
наговаривать/наговорить (на +a) ,(coll) to slander s.o.; (+a or +g) say a lot of,p наговорить глупостей to talk a lot of nonsense,,
нажимать/нажать (+a or на +a),to press,"p нажму, нажмёшь",,
намерен (+inf),intend (to) (short adj),f намерена,,
наслаждение,physical pleasure,,,
наследие,"legacy, heritage",,,
наследство,inheritance,,,
настойчивость (f),persistence,,,
настраивать/настроить (+a),"to tune, adjust; (на +a) put s.o. in the mood (for sth)",,,
невероятный,improbable; incredible,,,
негде,there is nowhere,,,
недалёкий,"near; dim, dull-witted",,,
недобрый,hostile; evil,,,
нейтральный,neutral,,,
необъятный,"immense, boundless",,,
ниточка,thread,g pl ниточек,,
облегчение,(feeling of) relief; making lighter; simplification,,,
обозреватель (m),observer,,,
обретать/обрести (+a),to find (bookish),"p обрету, обретёшь, past обрёл, обрела",,
общение (с +inst),"social intercourse, contact (with people)",,,
оканчиваться/окончиться,to end,,,
оправдание,justification; acquittal,,,
опушка,edge (of a forest),,,
особа,person; personage,,,
отзыв,"opinion, response; review, criticism",,,
отливать/отлить (+a),to pour off; cast (metal); (no p) (+inst) be streaked with (a colour),,,
отмечаться/отметиться,"to register, sign one’s name",,,
отыскивать/отыскать (+a),"to seek out, seek and find","p отыщу, отыщешь",,
пассажирский,passenger (adj),,,
первоначальный,"initial, original",,,
первостепенный,paramount,,,
переглядываться/переглянуться (с +inst),to exchange glances (with),"p переглянусь, переглянешься",,
перспективный,"promising, having prospects; long-term",,,
пирог,pie,g sg пирога,,
питать/на- (+a),to feed,,,
повидать (р) (+a),to see (coll),,,
подаваться/податься,"to move, shift; be served (of food)","i подаюсь, подаёшься; p подамся, подашься, подастся, подадимся, подадитесь, подадутся; подаваться",,
подготовительный,preparatory,,,
позабывать/позабыть (+a оr о +pr),to forget (coll),"p позабуду, позабудешь",,
коситься/по-,to become crooked; (на +a) look sideways at,"p покошусь, покосишься",,
поликлиника,"clinic, health centre",,,
полководец,military leader,,,
полушубок,half-length sheepskin coat,,,
посольство,embassy,,,
предание,legend,,,
предпочитать/предпочесть (+a +d),to prefer (sth to sth),"p предпочту, предпочтёшь, past предпочёл, предпочла",,
предрассудок,prejudice,,,
прибытие,arrival (bookish),,,
призвание,"calling, vocation",,,
примитивный,primitive,,,
принадлежность (f),"(к +d) membership (of); (pl) equipment, accessories",,,
принц,prince,,,
присматриваться/присмотреться (к +d),to look closely (at); get used (to),"p присмотрюсь, присмотришься",,
приспособлять/приспособить (+a),to adapt (sth),"p приспособлю, приспособишь; приспосабливать i or приспособлять i",,
пробегать/пробежать,to run (past/through/a certain distance),"p пробегу, пробежишь, пробегут",,
продаваться/продаться,to be sold; sell os,"i продаюсь, продаёшься",,
продумывать/продумать,"to think through, over",,,
прохладный,cool,,,
прощание,"farewell, parting",,,
пятнадцатый,fifteenth,,,
развивающийся,developing,,,
развязывать/развязать (+a),to untie,"p развяжу, развяжешь",,
раздавливать/раздавить (+a),to crush,"p раздавлю, раздавишь",,
размахивать (i) (+inst),to swing (sth),,,
размышление,"reflection, thought",,,
ранение,"wounding, wound",,,
распадаться/распасться,"to fall apart, break up",,,
распахивать/распахнуть (+a),to throw open,,,
распускать/распустить (+a),"to dismiss, disband; let out","p распущу, распустишь",,
расставлять/расставить (+a),"to place; distribute, set out; move apart","i расставляю; p расставлю, расставишь",,
рекомендация,recommendation,,,
рог,horn,nom pl рога,,
рыбка,small fish,g pl рыбок,,
рыцарь (m),knight,,,
салфетка,napkin; tissue; serviette,g pl салфеток,,
сбегать/сбежать,"to run down, run away","p сбегу, сбежишь, сбегут",,
сдвигать/сдвинуть (+a),to shift,,,
серебристый,silvery,,,
сигара,cigar,,,
систематически,systematically,,,
скакать/по-,to skip; gallop,"i скачу, скачешь",,
скрипеть/про-,"to squeak, creak, crunch",i скрипит; про- р/скрипнуть р,,
скульптура,sculpture,,,
сложность (f),complexity,в общей сложности all in all,,
снаряжение,equipment,,,
снижать/снизить (+a),"to lower, reduce","p снижу, снизишь",,
совершенствовать/у- (+a),"to perfect, improve",i совершенствую,,
создатель (m),creator,,,
сознательно,consciously,,,
сокол,falcon,,,
сокращаться/сократиться,"to decrease, be reduced, get shorter",,,
сотый,hundredth,,,
соус,sauce,,,
сочувствие,sympathy,,,
стонать (i),to groan,"i стону, стонешь",,
странник,wanderer,,,
сугроб,snowdrift,,,
сулить/по- (+a),to promise (sth),,,
термин,term (specialist word),,,
терпеливо,patiently,,,
террор,terror,,,
томиться (i),"to languish, suffer","i томлюсь, томишься",,
тосковать (i),"to be miserable; (пo +d) yearn for, miss",i тоскую,,
точить (i) (+a),"to sharpen; gnaw at, corrode","i точу, точишь",,
тройка,three; group of three; troika,g pl троек,,
туфля,"shoe, house shoe, slipper",g pl туфель,,
убеждённо,with conviction,,,
уборная (f),lavatory; dressing-room (in theatre),,,
угощать/угостить (+a +inst),"to treat (s.o. to sth), entertain","p угощу, угостишь",,
ударный,urgent; attacking; percussion (adj),,,
упадок,decline,,,
ронять/уронить (+a),to drop,"i роняю, роняешь; p уроню, уронишь",,
усваивать/усвоить (+a),"to adopt, acquire (habit); master, learn",,,
устой,"foundation, support",,,
ущелье,ravine,g pl ущелий,,
физиономия,"physiognomy, face; shape",,,
хвастаться/по- (+inst),to boast (of),,,
хозяйничать (i),to be in charge; throw one’s weight about,,,
хоронить/по- (+a),to bury,"i хороню, хоронишь",,
царить (i),to reign,,,
шить/с- (+a),to sew,"i шью, шьёшь; p сошью, сошьёшь",,
экий,what (a) (=какой) (coll),"f эка, п экое",,
эстетический,aesthetic,,,
ядовитый,poisonous; venomous,,,
аграрный,agrarian,,,
аптека,"chemist’s, drugstore",,,
ассоциация,association,,,
атаковать ((i/p)) (+a),to attack,(i/p) атакую,,
балет,ballet,,,
бархат,velvet,,,
басня,fable,g pl басен,,
безумный,mad,,,
бессонный,sleepless,,,
бесшумно,noiselessly,,,
бодрость (f),cheerfulness,,,
бомбардировка,bombardment,g pl бомбардировок,,
боязнь (f),fear,,,
бриться/по-,to shave,"i бреюсь, бреешься",,
бунт,"revolt, rebellion",,,
велосипед,bicycle,,,
вереница,"file, line, string",вереница автомобилей a line of cars,,
весло,oar,"nom pl вёсла, g pl вёсел",,
взаимопонимание,mutual understanding,,,
вихрь (m),whirlwind,,,
включение,inclusion,,,
вооружать/вооружить (+a),to arm,,,
воскресный,Sunday (adj),,,
вращаться (i),to revolve,,,
вспомогательный,auxiliary,,,
вторжение,invasion,,,
выбивать/выбить (+a),"to knock out, dislodge","p выбью, выбьешь",,
выглядывать/выглянуть,to look out,,,
выгодно,advantageously,,,
вызываться/вызваться,to volunteer,,,
выпивать/выпить,to drink (alcohol),,,
высовываться/высунуться,to push os forward; lean out; poke one’s head out,,,
вытянутый,stretched,,,
гадать (i),to guess; tell fortunes,,,
галерея,gallery,,,
годовщина,anniversary,,,
голубь (m),"pigeon, dove",g pl голубей,,
горсть (f),handful,g pl горстей,,
гостиная (f) adj,sitting-room,,,
груда,"heap, pile",,,
дальневосточный,Far Eastern,,,
дежурство,(period of) duty,,,
действенный,effective,,,
диктовать/про- (+a),to dictate,i диктую,,
диссертация,"dissertation, thesis",,,
добровольно,voluntarily,,,
досрочный,"early, ahead of schedule",,,
живописный,picturesque,,,
жилищный,housing (adj),жилищные условия housing conditions,,
жирный,"fat, fatty",,,
жрать/со- (very coll),"to eat (very coll), gobble up","i жру, жрёшь, f past жрала",,
забегать/забежать,"to run in; call in; run off, (coll) drop in","i забега́ть вперёд to run ahead; p забегу, забежишь, забегут; забежать вперёд to run ahead",,
забегать (р),to start rushing around,р забе́гать,,
забываться/забыться,to be forgotten; doze off; forget os,,,
загорелый,suntanned,,,
зарастать/зарасти,to become overgrown; heal (of wound),"p зарастёт, past зарос, заросла",,
зарплата,"pay, wages, salary",,,
затягиваться/затянуться (+inst),to be covered (by); drag on; inhale (when smoking); heal (of wound); tighten one’s belt,"p затянусь, затянешься",,
заявка,"claim, official demand",g pl заявок,,
земляк,person from same area,g sg земляка,,
избиратель (m),voter,,,
инженерный,engineering (adj),,,
ихний,their (very coll) (= их),,,
казна,(State) Treasury,,,
капать/капнуть,to drip,"i каплю, каплешь",,
карета,horse-drawn carriage,,,
квалифицированный,"qualified, skilled",,,
кепка,"cloth cap (soft, with peak)",g pl кепок,,
клиент,client,,,
коварный,crafty,,,
комбинация,combination,,,
конёк,small horse; hobby,g sg конька,,
конкурент,competitor,,,
контролировать/про- (+a),to check,i контролирую,,
копыто,hoof,,,
кофе (m) (indecl),coffee,indecl,,
кошелёк,purse (for money),g sg кошелька,,
критический,critical,,,
листочек,small leaf,,,
ловкий,"dexterous, skilful, smart",,,
ловкость (f),"dexterity, smartness",,,
ломаться/с-,"to break; (coll) put on airs; (coll) be awkward, make difficulties",с- р; по- р,,
малость (f),"a bit, a little",f,,
малыш ,child (coll),g sg малыша,,
массив,"massif, mountain-range; large area (of sth)",,,
материнский,maternal,,,
мечтание,day-dreaming,,,
миля,mile,g pl миль,,
минимум,minimum,,,
мирно,peacefully,,,
морозный,frosty,,,
мучаться/за-,"to be tormented; worry, torment os",i мучиться or мучаться; p за- or из-,,
мыло,soap,,,
наблюдатель (m),observer,,,
навык,"skill, technique",,,
надлежать (i) (+d of person +inf),it is necessary (= надо),i надлежит; past надлежало,,
накладывать/наложить (+a на +a),"to lay sth on sth, put on, superimpose","p наложу, наложишь",,
насмешливый,sarcastic,,,
натиск,onslaught; pressure,,,
натыкаться/наткнуться (на +a),"to run into, stumble upon, meet unexpectedly","p наткнусь, наткнёшься",,
начинание,"undertaking, initiative",,,
неважно,not very well; it doesn’t matter,,,
невежество,ignorance,,,
неверный,incorrect; uncertain; unfaithful,,,
негодование,indignation,,,
недоразумение,misunderstanding,,,
некрасивый,ugly,,,
неловкость (f),clumsiness,,,
неспособный,incapable,,,
нестерпимо,unbearably,,,
неудачный,unsuccessful,,,
низ,"bottom, lower part",nom pl низы,,
новичок,"novice, beginner",,,
нормально,"normal, OK",,,
носиться (i),"to rush around; float, drift","i ношусь, носишься",,
обезьяна,monkey,,,
овёс,oats,,,
огорчаться/огорчиться,"to be sad, distressed",,,
одиночка (m/f),"person on his or her own, single person",m/f; g pl одиночек; мать-одиночка unmarried mother; в одиночку single-handed,,
ожесточённый,"embittered, bitter",,,
оживать/ожить,"to revive, come to life","p оживу, оживёшь, past окреп, окрепла",,
оранжевый,orange (adj),,,
организационный,organizational,,,
осёл,donkey,g sg осла,,
осмеливаться/осмелиться (+inf),to dare,,,
